,card,reports,age,income,share,expenditure,owner,selfemp,dependents,months,majorcards,active,sex,race
1263,0,6,35.58333,4.0,0.0003,0.0,no,no,0,29,0,5,Male,Other
1264,1,0,28.66667,2.95,0.09361254,229.7975,no,no,0,26,1,4,Female,White
1265,0,0,37.0,3.2,0.000375,0.0,no,no,0,14,1,0,Female,Black
1266,1,0,41.08333,4.5,0.1431333,536.25,yes,no,2,6,1,10,Male,White
1267,0,6,37.41667,7.0,0.0001714286,0.0,yes,no,4,120,1,10,Male,Black
1268,0,0,19.41667,2.2,0.0005454546,0.0,no,no,0,6,1,0,Female,Black
1269,1,0,22.33333,2.8,0.08228679,191.8358,no,no,0,4,1,0,Male,Other
1270,1,0,29.08333,2.2,0.0005454546,0.0,no,no,0,9,1,0,Female,Black
1271,1,0,26.75,5.77,0.07547747,362.7542,yes,no,1,13,1,11,Male,White
1272,1,0,43.08333,2.4317,0.08052638,163.18,no,no,2,18,1,28,Female,White
1273,1,0,37.33333,7.0,0.03023229,176.2717,yes,no,2,14,1,17,Male,White
1274,1,0,26.75,2.15,0.03427907,61.33333,no,no,0,10,0,4,Male,White
1275,1,0,42.16667,5.2,0.01342865,57.440830000000005,yes,no,3,29,1,9,Male,Other
1276,1,0,28.16667,4.7,0.2421564,948.3625,yes,no,0,6,1,19,Male,Other
1277,1,0,26.08333,2.5,0.0637624,132.5883,yes,no,0,14,1,13,Male,Other
1278,1,0,48.25,5.0,0.0219424,91.17667,no,no,3,7,1,0,Male,Black
1279,1,0,27.83333,3.5,0.05023229,146.4275,yes,no,2,17,1,11,Female,White
1280,1,0,26.33333,2.45,0.05493143,111.8183,no,no,0,6,1,11,Male,White
1281,0,0,21.08333,9.9999,0.0001200012,0.0,no,no,2,8,0,0,Male,White
1282,1,0,30.58333,3.2,0.1486019,396.2717,yes,no,2,12,0,7,Male,White
1283,1,0,27.83333,3.54,0.006866666,19.59,no,no,2,3,1,0,Male,White
1284,1,0,49.16667,3.1144,0.0084953759999999,21.465,yes,no,1,154,0,6,Female,Other
1285,0,2,35.0,2.25,0.0005333333,0.0,no,no,1,84,1,3,Male,Black
1286,1,1,48.66667,6.0,0.1770172,885.0858,yes,no,3,114,1,19,Male,Other
1287,0,11,24.58333,1.68,0.0007142857,0.0,no,no,2,2,1,8,Female,Black
1288,1,0,29.58333,2.4,0.0152699999999999,29.956670000000003,no,no,1,18,1,8,Male,Other
1289,1,0,41.41667,3.2,0.01023563,26.87833,no,no,1,16,1,2,Male,Other
1290,1,0,40.91667,6.0,0.07896433,394.5717,yes,no,0,42,1,5,Male,Black
1291,1,0,22.0,1.75,0.6214691,906.3092,no,no,0,2,1,0,Male,White
1292,0,0,36.0,4.5,0.0002666667,0.0,yes,no,2,228,1,0,Female,Black
1293,1,0,39.58333,2.5,0.1922148,400.4475,no,no,0,12,1,4,Male,Black
1294,1,0,31.58333,2.55,0.1429055,303.6742,no,no,1,60,1,7,Male,Other
1295,1,0,33.08333,3.26,0.05273589,143.0158,no,no,0,37,1,18,Male,White
1296,1,1,22.83333,3.6,0.04884167,146.4417,no,no,0,30,1,20,Male,Other
1297,0,0,35.41667,2.78,0.0004316547,0.0,no,no,0,6,1,0,Male,Other
1298,1,0,58.08333,4.4,0.02659568,97.18417,yes,yes,1,132,1,12,Male,Black
1299,1,0,38.75,3.2,0.01478031,38.9975,yes,no,2,24,1,19,Female,Other
1300,0,0,27.41667,1.6,0.00075,0.0,yes,no,1,30,0,0,Female,Black
1301,0,0,23.91667,1.636,0.0007334963,0.0,no,no,1,13,1,0,Female,Black
1302,1,0,30.08333,2.7,0.01248148,27.41667,no,no,2,1,1,8,Male,White
1303,1,0,34.08333,3.5,0.06167429,179.7167,yes,no,0,24,0,10,Female,White
1304,1,1,39.08333,3.4224,0.02909975,82.65916,yes,no,0,41,1,12,Male,White
1305,1,0,38.41667,6.5,0.02921738,157.8442,yes,no,3,60,1,9,Female,White
1306,1,0,20.5,2.0,0.038431,63.55167,no,no,0,111,1,6,Female,White
1307,1,0,35.58333,3.58,0.0519919,154.8592,yes,no,2,123,1,7,Male,White
1308,1,0,25.91667,2.5,0.02125,44.02083,no,no,0,25,1,10,Male,Other
1309,1,1,40.16667,2.0,0.2548275,424.6292,yes,no,1,121,1,10,Male,White
1310,1,0,30.58333,2.512,0.002627389,4.5833330000000005,no,yes,3,36,0,4,Female,Black
1311,0,0,39.33333,2.3004,0.0005216484,0.0,no,yes,0,46,1,3,Female,Other
1312,0,0,22.58333,3.86,0.0003108808,0.0,no,no,1,36,0,4,Female,Black
1313,0,1,30.33333,2.18,0.0005504587,0.0,no,yes,0,13,1,1,Male,Black
1314,1,0,33.58333,4.566,0.002146299,7.333333,yes,no,0,94,1,19,Male,Black
1315,0,5,23.91667,3.192,0.0003759399,0.0,no,no,3,12,1,5,Female,Black
1316,1,0,40.58333,4.6,0.02651261,101.2983,yes,no,2,1,1,2,Female,White
1317,1,0,32.83333,3.7,0.008998919,26.99667,no,yes,0,60,1,7,Male,Other
1318,1,0,48.25,3.7,0.1116186,344.1575,yes,no,2,2,1,0,Male,Other
